thai_name,thai_script,english_name,description,region,image_url,category
Nam Prik Jaew Moo,น้ำพริกแจ่วหมู,Jaew Chili Dip with Pork,"A northeastern Thai chili dip (nam prik jaew) made with roasted chili, herbs, and pork, typically enjoyed with sticky rice and fresh vegetables.",Northeast (Isan),,Dipping sauces and pastes
Nam phan,น้ำพันช์,Punch (drink),"Resembling a slush puppie laced with alcohol, this drink is popular with students. Nam means liquid or water, phan is derived from the English word "" punch "": a beverage based on fruit and often containing alcohol.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Nam_phan.jpg/120px-Nam_phan.jpg,Drinks
Nam manao,น้ำมะนาว,Lime drink,A refreshing drink made from lime juice flavored with sugar and a pinch of salt served with ice.,,,Drinks
Nam wan,น้ำหวาน,Concentrated artificial fruit-flavored syrup,Normally poured on grated ice.,,,Drinks
Nam bai bua bok,น้ำใบบัวบก,Gotu kola juice,A refreshing drink made from the leaves of the Asiatic Pennywort ( Centella asiatica ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nam_bai_bua_bok.JPG/120px-Nam_bai_bua_bok.JPG,Drinks
Bami mu daeng,บะหมี่หมูแดง,Char siu,"Originally a Chinese dish, it is now common in Thailand. Often served with chili peppers in vinegar, and dried chili flakes. The version shown in the photo also contains kiao kung ( Thai : เกี๊ยวกุ้ง ; prawn wontons ).",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Bami_mu_daeng_kiao.JPG/120px-Bami_mu_daeng_kiao.JPG,Noodle dishes
Bami haeng pet,บะหมี่แห้งเป็ด,"Egg noodles served ""dry"" with duck","Egg noodles served ""dry"" with slices of braised duck, and often, as shown on the image, together with ""blood tofu"". The broth is served on the side. It is originally a Chinese dish.",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Bami_haeng.jpg/120px-Bami_haeng.jpg,Noodle dishes
Ba Mee Goong,บะหมือบกุ้ง,Egg Noodles with Shrimp,"A noodle dish featuring egg noodles served with shrimp, often garnished with vegetables and light seasoning.",Central,,Noodle dishes
Pla Kod Luak Jim,ปลากดลวกจิ้ม,Blanched Catfish with Dipping Sauce,"Catfish lightly boiled and served with a spicy dipping sauce, highlighting the fish’s natural flavor.",Central,,Seafood dishes
Pla Kapong Tod Nam Pla,ปลากระพงทอดน้ำปลา,Deep-fried Sea Bass with Fish Sauce,"Whole sea bass deep-fried until crispy, topped with a savory fish sauce glaze and served with fresh herbs.",Central,,Seafood dishes
Pla Kapong Tod Pad Prik Glua,ปลากระพงทอดผัดพริกเกลือ,Deep-fried Sea Bass with Chili and Salt,"Crispy fried sea bass stir-fried with salt, garlic, and fresh chilies for a spicy and aromatic flavor.",Central,,Seafood dishes
Pla Kapong Neung Si-Iew/Manow,ปลากระพงนึ่งซีอิ๊ว/มะนาว,Steamed Sea Bass with Soy Sauce or Lime,"Whole sea bass steamed and served either with a savory soy sauce base or a tangy lime, garlic, and chili dressing.",Central,,Seafood dishes
Pla Kapong Pad Prik Thai Dam,ปลากระพงผัดพริกไทยดำ,Stir-fried Sea Bass with Black Pepper,"Sea bass fillets stir-fried with black pepper, garlic, and vegetables, creating a bold and aromatic dish.",Central,,Seafood dishes
Pla Kapong Lui Suan,ปลากระพงลุยสวน,Sea Bass with Spicy Garden-style Dressing,"Deep-fried sea bass topped with a zesty mix of fresh herbs, garlic, lime, and chilies, known as 'garden style' dressing.",Central,,Seafood dishes
Pla krai thot krathiam,ปลากรายทอดกระเทียม,Pla krai thot krathiam,"Deep-fried pla krai ("" Clown Knifefish "") and garlic. It is served with a spicy dipping sauce on the side made from coriander root, lime juice, fresh bird's eye chili peppers, garlic, sugar, and fish sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Pla_krai_thot.JPG/120px-Pla_krai_thot.JPG,Deep-fried dishes
Pla Kapong Tod Sam Ros,ปลากะพงทอดสามรส,Deep-fried Sea Bass with Three-flavor Sauce,"Crispy fried sea bass topped with a sweet, sour, and spicy sauce, creating a balanced and flavorful Thai classic.",Central,,Seafood dishes
Pla kaphong phat khuen chai,ปลากะพงผัดขึ้นฉ่าย,Stir-fried Chinese celery with barramundi,"Barramundi (often called ""sea bass"" in Thailand) stir-fried with Chinese celery, light soy sauce, garlic, ginger, and fermented soy beans.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Pla_kaphong_phat_khuen_chai.jpg/120px-Pla_kaphong_phat_khuen_chai.jpg,Vegetable dishes
Pla Kang Kua Prik Glua,ปลาคังคั่วพริกเกลือ,Stir-fried Catfish with Chili and Salt,"Catfish stir-fried with garlic, chili, and salt for a spicy, savory flavor with a crispy texture.",Central,,Seafood dishes
Pla Kang Tod Kratiem,ปลาคังทอดกระเทียม,Deep-fried Catfish with Garlic,"Catfish deep-fried until golden and crispy, topped with fried garlic for an aromatic finish.",Central,,Seafood dishes
Pla Kang Pad Haeng,ปลาคังผัดแห้ง,Stir-fried Dry Catfish,"Catfish stir-fried without broth, seasoned with herbs and spices to create a dry and flavorful dish.",Central,,Seafood dishes
Pla Kang Luak Jim,ปลาคังลวกจิ้ม,Blanched Catfish with Dipping Sauce,"Catfish lightly boiled and served with a spicy dipping sauce, highlighting the natural flavor of the fish.",Central,,Seafood dishes
Pla duk phat phet,ปลาดุกผัดเผ็ด,Stir-fired sliced catfish with red curry paste,Slices of catfish (most often pre-fried) are stir-fried in a sauce made with red curry paste. The pea eggplant feature in this dish is for added taste and texture.,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Pla_duk_phat_phet.jpg/120px-Pla_duk_phat_phet.jpg,Seafood dishes
Pla Duk Foo Pad Kee Mao,ปลาดุกฟูผัดขี้เมา,Crispy Catfish with Drunken Stir-fry,"Crispy fried catfish flakes stir-fried with Thai herbs, chili, and spices in a 'drunken' stir-fry style known for its bold and fiery flavor.",Central,,Seafood dishes
Pla thot,ปลาทอด,Deep-fried fish,"A simple deep-fried fish, most often served with a spicy dipping sauce. The fish in this image is pla nin , a Nile Tilapia .",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Pla_nin_thot.jpg/120px-Pla_nin_thot.jpg,Deep-fried dishes
Pla thot khamin,ปลาทอดขมิ้น,Pla thot khamin,"Typical for southern Thai cuisine, this deep-fried fish has first been marinated in a spice mixture which includes a large amount of turmeric ( khamin ). In addition, this particular version was topped with crispy deep-fried chopped garlic and turmeric. It is often served with raw vegetables on the side, and a spicy dipping sauce.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pla_sai_daeng_thot.jpg/120px-Pla_sai_daeng_thot.jpg,Deep-fried dishes
Pla Tubtim Neung Manow/Si-Iew,ปลาทับทิมนึ่งมะนาว/นึ่งซีอิ๊ว,Steamed Ruby Fish with Lime or Soy Sauce,"Ruby fish (tilapia) steamed and served with either a tangy lime, garlic, and chili dressing or a savory soy sauce base.",Central,,Seafood dishes
Pla nin thot samun phrai,ปลานิลทอดสมุนไพร,Pla nin thot samun phrai,"Deep-fried pla nin (""Nile Tilipia"") served with deep-fried herbs such as lemongrass, kaffir lime leaves, garlic, and fingerroot ( Boesenbergia rotunda ). A chili-lime dip is served on the side as a condiment.",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Pla_nin_thot_samun_prai.jpg/120px-Pla_nin_thot_samun_prai.jpg,Deep-fried dishes
Pla nueng manao,ปลานึ่งมะนาว,Steamed fish with lime juice,"Steamed fish which is drenched in a spicy garlic, chili sauce, chicken stock and lime juice dressing.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Thai_steamed_fish_with_lime_juice-2.jpg/120px-Thai_steamed_fish_with_lime_juice-2.jpg,Steamed or blanched dishes
Pla buang,ปลาบ้วง,Pla buang,"Cuts of Giant snakehead fish ( pla chado ) are first salted and sun-dried for three days, and then deep-fried. This dish is somewhat similar to pla chado daet diao from central Thailand but there the fish is only dried for only one day, making the taste less intense.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/2013_Pla_buang.jpg/120px-2013_Pla_buang.jpg,Deep-fried dishes
Pla ping top,ปลาปิ้งตบ,Pla ping top,"Traditional grilled fish of Tai Dam people in Loei .Catch the fish to clean the scales, then peck the fish along the back of the spine instead of the belly so that the soft fish will fold up more easily and the spice stuffed in the belly of the fish exposed to embers will give fragrance to infuse the fish meat.",Northeast,,Grilled dishes
Pla wong thot,ปลาวงทอด,Pla wong thot,"Deep-fried pla wong (literally meaning ""circle fish""): fish which have first been cut open, arranged into a circle and then sun-dried. Here it is served Southern Thai style with a spoonful of a deep-fried mix of minced garlic, galangal, and turmeric.",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Pla_wong_thot.jpg/120px-Pla_wong_thot.jpg,Deep-fried dishes
Pla sam thap,ปลาสามทัพ,Pla sam thap,"Fish prepared in 3 different ways: on the left of the image is pla sam rot (deep-fried served with a tangy sweet chili sauce), in the middle pla nueng manao (steamed fish with a raw garlic, lime and chili sauce), and on the right pla thot krathiam (deep-fried fish with deep-fried garlic).",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Pla_sam_thap.jpg/120px-Pla_sam_thap.jpg,Seafood dishes
Pla sam rot,ปลาสามรส,Three flavours fish,"Deep fried fish with a sweet, tangy, and spicy tamarind sauce.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Pla_tub_tim_tod_samrod.jpg/120px-Pla_tub_tim_tod_samrod.jpg,Deep-fried dishes
Pla Muek Pad Prik Pon,ปลาหมึกผัดพริกป่น,Stir-fried Squid with Ground Chili,"Tender squid stir-fried with ground dried chili, garlic, and Thai seasonings for a spicy and aromatic dish.",Central,,Seafood dishes
Pla muek phat phrik phao,ปลาหมึกผัดพริกเผา,Stir-fried squid with chilli paste,"Squid stir-fried with sweet and mild chili paste ( nam phrik phao ), onion, garlic, spring onion, and sliced large red chili peppers. Paprika can be used instead of chili peppers if a milder version is preferred.",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Pla_muek_phat_phrik_phao.JPG/120px-Pla_muek_phat_phrik_phao.JPG,Stir-fried dishes
Pla Muek Pad Khai Kem,ปลาหมึกผัดไข่เค็ม,Stir-fried Squid with Salted Egg,"Squid stir-fried with salted egg yolk, chili, and curry leaves, creating a rich, creamy, and savory flavor.",Central,,Seafood dishes
Pla muek yang,ปลาหมึกย่าง,Grilled cuttlefish,Plainly grilled cuttlefish .,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Plamuk_yang.jpg/120px-Plamuk_yang.jpg,Savoury snacks and starters
Pla Hima Neung Si-Iew,ปลาหิมะนึ่งซีอิ๊ว,Steamed Snow Fish with Soy Sauce,"Snow fish delicately steamed and served with a savory soy sauce dressing, highlighting its soft and buttery texture.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Tod Kratiem Prik Thai Dam,"ปลาแรด, ปลาทับทิม ทอดกระเทียมพริกไทยดำ",Deep-fried Gourami or Tilapia with Garlic and Black Pepper,"Gourami or tilapia deep-fried and seasoned with garlic and black pepper for a fragrant, crispy dish.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Tod Pad Prik Thai Dam,"ปลาแรด, ปลาทับทิม ทอดผัดพริกไทยดำ",Deep-fried Gourami or Tilapia with Black Pepper Stir-fry,"Crispy gourami or tilapia stir-fried with black pepper and aromatics for a bold, savory flavor.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Tod Yum Mamuang,"ปลาแรด, ปลาทับทิม ทอดยำมะม่วง",Deep-fried Gourami or Tilapia with Mango Salad,Crispy fried fish topped with a tangy and spicy Thai green mango salad.,Central,,Seafood dishes
Pla Rad/Pla Tubtim Tod Samun Phrai,"ปลาแรด, ปลาทับทิม ทอดสมุนไพร",Deep-fried Gourami or Tilapia with Herbs,"Whole fish deep-fried until crispy, topped with fried Thai herbs like lemongrass and kaffir lime leaves.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Neung Manow,"ปลาแรด, ปลาทับทิม นึ่งมะนาว",Steamed Gourami or Tilapia with Lime,"Steamed fish served in a tangy and spicy lime, chili, and garlic sauce, a refreshing Thai classic.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Nam Tok,"ปลาแรด, ปลาทับทิม น้ำตก",Spicy Grilled Gourami or Tilapia Salad,"Fish cooked and tossed with roasted rice powder, lime, chili, and herbs in the Isan-style 'nam tok' salad.",Northeast (Isan),,Seafood dishes
Pla Rad/Pla Tubtim Rad Prik,"ปลาแรด, ปลาทับทิม ราดพริก",Deep-fried Gourami or Tilapia with Chili Sauce,Crispy fried fish topped with a sweet and spicy chili sauce.,Central,,Seafood dishes
Pla Rad/Pla Tubtim Lui Suan,"ปลาแรด, ปลาทับทิม ลุยสวน",Gourami or Tilapia with Garden-style Dressing,"Deep-fried fish topped with a mix of fresh herbs, lime, garlic, and chili, known as 'garden style' dressing.",Central,,Seafood dishes
Pla Rad/Pla Tubtim Sam Ros,"ปลาแรด, ปลาทับทิม สามรส",Deep-fried Gourami or Tilapia with Three-flavor Sauce,"Crispy fried fish dressed with a sweet, sour, and spicy sauce for a perfectly balanced Thai flavor.",Central,,Seafood dishes
"Pla Rad, Pla Thapthim Phao Kluea","ปลาแรด, ปลาทับทิม เผาเกลือ",Grilled Giant Gourami or Tilapia with Salt,"Whole gourami or tilapia coated with salt and grilled over charcoal, keeping the fish moist and flavorful.",Central,,Grilled dishes
Pla Rad Kua Prik Kluea,ปลาแรดคั่วพริกเกลือ,Giant Gourami with Chili and Salt,"Crispy giant gourami stir-fried with garlic, chili, and salt for a spicy and aromatic taste.",Central,,Stir-fried dishes
Pla Rad Sos Makham,ปลาแรดซอสมะขาม,Giant Gourami with Tamarind Sauce,"Fried giant gourami topped with a sweet and tangy tamarind sauce, garnished with fried shallots and chilies.",Central,,Deep-fried dishes
Pla Rad Thot Kratiem,ปลาแรดทอดกระเทียม,Fried Giant Gourami with Garlic,"Golden fried giant gourami served with crispy garlic, offering a fragrant and savory flavor.",Central,,Seafood dishes
Pathongko,ปาท่องโก๋,Pathongko,"The Thai version of the Chinese crullers called youtiao , they tend to be smaller than the Chinese original. Most often eaten with sweetened condensed milk or with Thai coconut jam , they can also be served with chok , Thai rice congee .",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pathongko.jpg/120px-Pathongko.jpg,Dessert
Peek Gai Kua Prik Kluea,ปีกไก่คั่วพริกเกลือ,Fried Chicken Wings with Chili and Salt,"Crispy chicken wings stir-fried with garlic, chili, and salt for a spicy and aromatic flavor.",Central,,Deep-fried dishes
Peek Gai Thot Jim Jaew,ปีกไก่ทอดจิ้มแจ่ว,Fried Chicken Wings with Jaew Sauce,"Deep-fried chicken wings served with jaew, a smoky and spicy dipping sauce from Northeastern Thailand.",Northeastern,,Deep-fried dishes
Peek Gai Thot Kluea,ปีกไก่ทอดเกลือ,Fried Chicken Wings with Salt,Simple and crispy deep-fried chicken wings lightly seasoned with salt for a savory snack or side dish.,Central,,Deep-fried dishes
Pik kai sot sai thot,ปีกไก่สอดไส้ทอด,Stuffed chicken wings,"Deep fried, partially deboned chicken wings, stuffed usually with minced pork.",,,Deep-fried dishes
Pu cha,ปูจ๋า,Crab cakes,"A mixture of cooked crab meat, pork, garlic, and pepper, fried deeply inside the crab shells and usually served with nam chim buoy ( Thai : น้ำจิ้มบ๋วย , plum sauce). Instead of being fried in the crab shell, it is also sometimes served as patties.",,,Deep-fried dishes
Poo Nim Pad Sos Khai Kem,ปูนิ่มผัดซอสไข่เค็ม,Stir-fried Soft-shell Crab with Salted Egg Sauce,"Crispy soft-shell crab stir-fried in a rich and creamy salted egg yolk sauce, giving it a savory and slightly sweet flavor.",Central,,Stir-fried dishes
Phunim phat phong kari,ปูนิ่มผัดผงกะหรี่,Stir-fried soft-shelled crab with curry powder,Deep-fried pieces of soft-shell crab which have been stir-fried with egg and curry powder.,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Phunim_phat_pong_kari.jpg/120px-Phunim_phat_pong_kari.jpg,Stir-fried dishes
Poo Pad Phong Karee,ปูผัดผงกะหรี่,Stir-fried Crab with Curry Powder,"A famous Thai-Chinese dish where crab is stir-fried with curry powder, egg, milk, and onions for a rich and aromatic flavor.",Central,,Stir-fried dishes
Poo Pad Prik Kluea,ปูผัดพริกเกลือ,Stir-fried Crab with Chili and Salt,"Fresh crab stir-fried with garlic, chili, and salt, giving it a spicy, savory, and fragrant taste.",Central,,Stir-fried dishes
Poo Pad Prik Thai Dam,ปูผัดพริกไทยดำ,Stir-fried Crab with Black Pepper,"Crab stir-fried with black pepper, garlic, and onions for a bold and peppery flavor.",Central,,Stir-fried dishes
Poo Ma Pad Kratiem,ปูม้าผัดกระเทียม,Stir-fried Blue Crab with Garlic,"Blue crab stir-fried with garlic and light seasoning, creating a simple yet aromatic dish.",Central,,Stir-fried dishes
Pu ong,ปูอ่อง or อ่องปู,Pu ong,"A northern Thai speciality that is eaten as a pungent dipping sauce for sticky rice. It is made by collecting the ""fat"" of rice field crabs ( Parathelphusidae ) and grilling this inside the crab shell.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Pu_ong.jpg/120px-Pu_ong.jpg,Dipping sauces and pastes
Pam khai mot,ป่ามไข่มด,Pam khai mot,"Grilled banana leaf cups containing a mixture of ant eggs, chicken eggs and some salt. After grilling the dish is sprinkled with chopped spring onion and pepper. The ant eggs make the dish much more creamy. It can also be eaten as a snack.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Pam_khai_mot.jpg/120px-Pam_khai_mot.jpg,Grilled dishes
Phak Kat Khao Nam Man Hoi,ผักกาดขาวน้ำมันหอย,Stir-fried Napa Cabbage with Oyster Sauce,Tender napa cabbage stir-fried with garlic and oyster sauce for a simple yet flavorful side dish.,Central,,Stir-fried dishes
Pak boong fai daeng,ผักบุ้งไฟแดง,Stir-fried morning-glory,"Morning-glory (a.k.a. water spinach ) stir fried with yellow bean sauce , garlic, and chili peppers. It is a very popular vegetable dish in Thailand.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Pak_boong_fai_daeng.jpg/120px-Pak_boong_fai_daeng.jpg,Vegetable dishes
Phat kaphrao,ผัดกะเพรา,Stir-fired minced meat with thai holy basil,"Minced beef, pork, chicken, or whole prawns stir fried with Thai holy basil, chili peppers, garlic, and soy sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kraphao_moo.jpg/120px-Kraphao_moo.jpg,Stir-fried dishes
Phat khana mu krop,ผัดคะน้าหมูกรอบ,Stir-fried Chinese kale with crispy pork,"Khana ( gailan or Chinese kale) is stir fried with crispy pork ( mu krop ), garlic, oyster sauce, soy sauce, peppercorns, and (optionally) sliced chili peppers.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Phat_khana_mu_krop.jpg/120px-Phat_khana_mu_krop.jpg,Stir-fried dishes
Pad Cha / Choo Chee Pla Kang,ผัดฉ่า/ฉู่ฉี่ปลาคัง,Spicy Stir-fried or Choo Chee Catfish,"Catfish prepared either as Pad Cha, a fiery stir-fry with herbs and chili, or as Choo Chee, a rich red curry sauce.",Central,,Curries
Pad Cha / Choo Chee Pla Rad,ผัดฉ่า/ฉู่ฉี่ปลาแรด,Spicy Stir-fried or Choo Chee Giant Gourami,Giant gourami served either stir-fried with spicy herbs or in a creamy Choo Chee curry sauce.,Central,,Curries
Phat si-io,ผัดซีอิ๊ว,Noodles stir-fried with soy sauce,"Usually wide rice noodles fried with chicken or pork, and soy sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Pad_see_ew.jpg/120px-Pad_see_ew.jpg,Noodle dishes
Phat dok hom,ผัดดอกหอม,Stir-fried onion flower stem with pork/liver,Stir-fried onion flowers with pork and pork liver.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Phat_dok_hom.jpg/120px-Phat_dok_hom.jpg,Vegetable dishes
Phat buap,ผัดบวบ,Stir-fried luffa,Stir-fried luffa (sponge gourd) with pork/shrimp and egg or just egg.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Phat_buap.jpg/120px-Phat_buap.jpg,Stir-fried dishes
Pad Phak Si Sahai,ผัดผัก 4 สหาย,Stir-fried Four Friends Vegetables,"A colorful stir-fry featuring four types of vegetables, often mushrooms, baby corn, carrots, and snow peas.",Central,,Stir-fried dishes
Pad Phak Tam Rue Doo Kan,ผัดผักตามฤดูกาล,Stir-fried Seasonal Vegetables,"Fresh seasonal vegetables stir-fried with oyster sauce, garlic, and light seasoning for a simple, flavorful dish.",Central,,Vegetable dishes
Phat phak ruam,ผัดผักรวม,Stir fried mixed vegetables,"Stir fried combination of vegetables depending on availability and preference, but it is usually fried with oyster sauce .",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/2008-06-14ThaiRestaurant03.jpg/120px-2008-06-14ThaiRestaurant03.jpg,Vegetable dishes
Pad Phak Ruam Mit,ผัดผักรวมมิตร,Stir-fried Mixed Vegetables,A healthy stir-fry of assorted seasonal vegetables cooked with garlic and oyster sauce.,Central,,Vegetable dishes
Phat phak khom,ผัดผักโขม,Stir-fried thai spinach with egg and minced pork,Thai spinach ( Amaranthus spinosus ; Thai name: Phak khom nam ; Thai script: ผักโขมหนาม) is often stir-fried with minced pork and egg.,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Phat_phak_khom.jpg/120px-Phat_phak_khom.jpg,Vegetable dishes
Phat phrik khing,ผัดพริก,Stir-fried pork with Thai chili peppers,Sliced pork fried with asparagus beans and kaffir lime leaves in a sweet chili paste. Sometimes red curry paste is used instead of the phrik khing chili paste.,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Mu_phat_phrik_khing.jpg/120px-Mu_phat_phrik_khing.jpg,Stir-fried dishes
Phat Mama,ผัดมาม่า,Phat Mama,"Mama ( Thai : มาม่า ) is the most popular brand of instant noodles in Thailand and the brand name is commonly used, instead of the generic bami kueng samret rup ( Thai : บะหมี่กึ่งสำเร็จรูป ), to designate instant noodles. The particular version in the image has been stir-fried "" drunken noodle ""-style.",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Phat_mama.jpg/120px-Phat_mama.jpg,Noodle dishes
Phat yot fak maeo,ผัดยอดฟักแม้ว,Stir-fried mountain melon greens,"Yot sayongte, which is also known in Thailand as yot fak meao ( yot meaning "" shoots ""), are the young vines and leaves of a certain type of melon ( chayote , originally from Central America) which in Thailand grows mainly in the mountains up north. These greens have a very sweet taste and combine extremely well with oyster sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/2013_Phat_sayongte.jpg/120px-2013_Phat_sayongte.jpg,Vegetable dishes
Phat wun sen,ผัดวุ้นเส้น,Glass noodles,"Glass noodles are stir-fried with egg and vegetables, and a variety of ingredients such as meat, seafood, or with vegetarian alternatives.",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Fried_cellophane_noodles_with_shrimp_Pad_woon_sen_kung.jpg/120px-Fried_cellophane_noodles_with_shrimp_Pad_woon_sen_kung.jpg,Noodle dishes
Phat no mai sai khai,ผัดหน่อไม้ใส่ไข่,Stir-fried bamboo shoots with egg,Stir-fried bamboo shoots and egg.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Phat_no_mai_sai_khai.jpg/120px-Phat_no_mai_sai_khai.jpg,Vegetable dishes
Phat mi Khorat,ผัดหมี่โคราช,Phat mi Khorat,"A stir-fried rice noodle dish commonly served with papaya salad ( som tam ). Dried rice noodle (of many colors) is a specific ingredient; made with dried rice noodle, garlic, shallot, pork, salt soya, beans, fish sauce, palm sugar, red pepper, black soy sauce, water, spring onion and bean sprouts. Traditionally used to exploit preserved old rice; used in religious ceremonies.",Nakhon Ratchasima Province,,Noodle dishes
Pad Phet Pla Thot,ผัดเผ็ดปลาทอด,Stir-fried Spicy Fried Fish,"Crispy fried fish stir-fried with curry paste, chili, and herbs for a bold and spicy flavor.",Central,,Stir-fried dishes
Pad Phet Moo Pa Nor Mai Dong,ผัดเผ็ดหมูป่าหน่อไม้ดอง,Stir-fried Spicy Wild Boar with Pickled Bamboo Shoots,"A rustic stir-fry of wild boar meat with spicy curry paste and pickled bamboo shoots for an earthy, tangy taste.",Central,,Stir-fried dishes
Pad Hed Nam Man Hoi,ผัดเห็ดนํ้ามันหอย,Stir-fried Mushrooms with Oyster Sauce,"Tender mushrooms stir-fried with oyster sauce and garlic, creating a savory and aromatic side dish.",Central,,Stir-fried dishes
Phat khanaeng mu,ผัดแขนงหมู,Phat khanaeng mu,"Stir-fried khanaeng with pork, garlic, oyster sauce, fish sauce, and white pepper. Khanaeng are the sprouts of Chinese broccoli and grow from the root after the main stem has been harvested. The taste is in between Brussels sprouts and kale , and very sweet.",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Phat_khanaeng_mu.jpg/120px-Phat_khanaeng_mu.jpg,Stir-fried dishes
Phat naem sai khai,ผัดแหนมไส่ไข่,Stir-fired fermented pork with egg,Naem sausage (made from fermented raw pork skin and sticky rice) stir fried with egg.,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Phat_naem_sai_khai.jpg/120px-Phat_naem_sai_khai.jpg,Meat dishes
Phat Thai,ผัดไทย,Pad Thai,"Stir fried medium size rice noodles ( sen lek ) with fish sauce, sugar, lime juice or tamarind pulp, ground peanuts, egg, bean sprouts, and Chinese chives ( kuichai ), combined with shrimp.",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Phat_Thai_kung_Chang_Khien_street_stall.jpg/120px-Phat_Thai_kung_Chang_Khien_street_stall.jpg,Noodle dishes
Foi thong,ฝอยทอง,Foi thong,"The name translates to ""golden threads"", it is a sweet snack or dessert of strings of egg yolk shortly boiled in sugar syrup. This, and other egg-based sweets such as sangkhaya , were introduced to the royal court of Ayutthaya by Maria Guyomar de Pinha in the 17th century CE.",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Foi_thong.jpg/120px-Foi_thong.jpg,Sweet snacks and desserts
Prik Pao Moo Krob,พริกเผาหมูกรอบ,Crispy Pork with Chili Paste,"Crispy pork belly stir-fried with Thai roasted chili paste, creating a rich, spicy, and slightly sweet flavor.",Central,,Deep-fried dishes
Phla kung,พล่ากุ้ง,Phla kung,"A spicy salad of prawns, sliced lemongrass, culantro or other herbs, and shallots , with a dressing of lime juice, sweet chilli paste ( Nam phrik phao – optional), fish sauce, pounded garlic and bird's eye chili . The version shown in the image also contained minced pork.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Phla_kung.jpg/120px-Phla_kung.jpg,Salads
Phla mu,พล่าหมู,Phla mu,"A spicy salad of sliced grilled pork, sliced lemongrass, mint, culantro (optional) and shallots , with a dressing of lime juice, sweet chili paste ( Nam phrik phao – optional), fish sauce, pounded garlic and bird's eye chili .",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Phla_mu.jpg/120px-Phla_mu.jpg,Salads
Phla nuea makhuea on,พล่าเนื้อมะเขืออ่อน,Phla nuea makhuea on,"A Thai salad made with medium rare beef and Thai aubergines. The sliced, raw eggplants are mixed in with the warm beef to soften them ( makhuea on means ""soft aubergine""). This particular version of the salad was served with a nam tok -style dressing.",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Phla_nuea_makhuea_on.jpg/120px-Phla_nuea_makhuea_on.jpg,Salads
Mamuang dong,มะม่วงดอง,Pickled mango,Pickled green mango is often eaten as a semi-sweet snack.,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Mamuang_dong.jpg/120px-Mamuang_dong.jpg,Dessert
